,Title,Grant size (DKK),Receiver,Project_category,Project_subcategory
878,3D printing of high-performance continuous fiber composites (CFC) for repair of wind turbine blades (PrintRepair) (2020),2000000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Villum Experiment
879,Printed Bio-inspired Hydrogel based Substrate with Adhesiveness & Electrical Conductivity for Sustainable Electronics (2020),6000000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Villum Young Investigator
880,Efficient Recomputations for Changeful Problems (2020),6000000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Villum Young Investigator
881,Adaptive Crawling with a Soft Skin: A Snake-Inspired Soft Robot for Rectilinear Locomotion (2020),6000000,Syddansk Universitet,Teknisk og naturvidenskabelig forskning,Villum Young Investigator
882,Familiepakkebidrag (2020),1000000,Mobilitetsfonden,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
883,Tillægsbevilling - IceFlow (2020),1400000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Villum Investigator
884,Digital volume correlation – unraveling Fatigue in heteROgeneous eNgineering maTERIals (Frontier) (2020),6000000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Villum Young Investigator
885,AUGMENT: Targeted upregulation of protein expression using artificial small RNA guides. (2020),2000000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Villum Experiment
886,Regional Career Guidance Centres (2020),6300000,Rozvojová agentúra BBSK n.o.,Unge og uddannelse i Europa,Unge og uddannelse i Europa
887,Familiepakkebidrag (2020),1000000,Mobilitetsfonden,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
888,The singing bird brain: an out-of-body experiment (2020),2000000,Syddansk Universitet,Teknisk og naturvidenskabelig forskning,Villum Experiment
889,GRAZing Incidence X-ray Ptychographic MicroscopY - GRAZY (2020),2000000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Villum Experiment
890,"ARTIFICIAL OLFACTION: Biological perception, digital encoding, and chemical reproduction of the sense of smell (2020)",2000000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Villum Experiment
891,A Chance to Dignity (2020),500000,Asociatia Lumina,Unge og uddannelse i Europa,Unge og uddannelse i Europa
892,Direct extraction of active membrane proteins and complexes for cryo-EM (2020),1900000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Villum Experiment
893,Room-Temperature Generation of Indistinguishable Single Photons (2020),2000000,Syddansk Universitet,Teknisk og naturvidenskabelig forskning,Villum Experiment
894,Catch me if you conjugate. Plasmid recovery from complex ecosystems using secreted pilus machinery as a hook. (2020),2000000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Villum Experiment
895,One-step synthesis of green ammonia from renewables (2020),1800000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Villum Experiment
896,Enabling User-Accountable Mechanisms in Decision Systems (2020),2000000,IT-Universitetet i København,Teknisk og naturvidenskabelig forskning,Villum Experiment
897,Transfer of biochemical defence between plant species (2020),2000000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Villum Experiment
898,Magnetic switching near absolute zero (2020),1800000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Villum Experiment
899,Engineering i Skolen 2020-2023 (2020),2200000,Engineer the Future,"Børn, unge og science",Evaluering og analyse
900,Ny legeplads til naturbørnehaven Myretuen (2020),170000,Naturbørnehaven Myretuen,Kultur og samfund,Dagslys og frisk luft
901,Politikens Undervisningspris 2021-2023 (2020),5100000,Politikens Hus,"Børn, unge og science",Teknologi og praktisk faglighed
902,Printing nature to study nature- artificial 3D-leaves for ecologically relevant studies of bacterial biofilm communities (2020),2000000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Villum Experiment
903,NanoTrain: Programmable colloidal nanomachine (2020),2000000,Syddansk Universitet,Teknisk og naturvidenskabelig forskning,Villum Experiment
904,Evalueringsdesign Makerspaces i folkeskolen (2020),3000000,VIA University College,"Børn, unge og science",Evaluering og analyse
905,Villum Kann Rasmussens Årslegat 2021 - II - institutionens andel (2020),4500000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Villum Kann Rasmussens Årslegat
906,Villum Kann Rasmussens Årslegat 2021 - II - personlig andel (2020),500000,Individuals,Teknisk og naturvidenskabelig forskning,Villum Kann Rasmussens Årslegat
907,Projekt MakerLab - Makerspace som indgang til de tekniske erhvervsuddannelser (2020),6100000,Svendborg Erhvervsskole og Gymnasier,"Børn, unge og science",Diversitet i didaktik og uddannelse
908,Familiepakkebidrag (2020),2000000,Mobilitetsfonden,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
909,"Algoritmer, Data og Demokrati - ADD (2020)",67000000,Roskilde Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
910,Boss Ladies vol. 2 (2020),9500000,Foreningen Divérs,"Børn, unge og science",Diversitet i didaktik og uddannelse
911,Workshops Makerspaces 2020 (2020),494000,Aarhus Universitet,"Børn, unge og science",Teknologi og praktisk faglighed
912,Centrum - Art Handicrafting Centre (2020),11000000,Stredni skola a vyssi odborna skola umelecka a remeslna,Unge og uddannelse i Europa,Unge og uddannelse i Europa
913,Film: Kunsten at bygge en metro (2020),1200000,Eddy Media ApS,Kultur og samfund,Andre projekter
914,CLAIRE : ControLing wAter In an uRban Environment (2020),2900000,Aalborg Universitet,Teknisk og naturvidenskabelig forskning,Villum Synergy
915,Let´s Open the Door for Future (2020),7800000,"Střední škola obchodní a služeb SČMSD, Žďár nad Sázavou, s.r.o.",Unge og uddannelse i Europa,Unge og uddannelse i Europa
916,Technology across generations (TAG) (2020),13000000,"Secondary technical school and Secondary vocational school Vyškov, funded org.",Unge og uddannelse i Europa,Unge og uddannelse i Europa
917,Nation-scale social networks (2020),19000000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Villum Synergy
918,Daylight Award Winner 2020: Henry Plummer (2020),450000,Individuals,Villum Fonden,Villum Fonden
919,Daylight Award Winner 2020: Juha Leiviskä (2020),450000,Individuals,Villum Fonden,Villum Fonden
920,Privacy Lost : How regional differences in power and politics have shaped worldwide digital surveillance (2020),3000000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Villum Synergy
921,Data Science meets Microbial Dark Matter (2020),3000000,Aalborg Universitet,Teknisk og naturvidenskabelig forskning,Villum Synergy
922,Deep Learning and Remote Sensing for Unlocking Global Ecosystem Resource Dynamics (2020),14000000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Villum Synergy
923,Searchlight: Integrated Optical Neural Networks for Information Retrieval (2020),3000000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Villum Synergy
924,"Effective, efficient and robust clustering models for molecular dynamics simulations (2020)",3000000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Villum Synergy
925,Light-AI for Cognitive Power Electronics (2020),3000000,Aalborg Universitet,Teknisk og naturvidenskabelig forskning,Villum Synergy
926,Student start-up for the 21st century as a support of independent creative activity of high school youth (2020),2700000,"Secondary Technical School, Business Academy and Language School, Frydek-Mistek",Unge og uddannelse i Europa,Unge og uddannelse i Europa
927,Airstrip (2020),10000000,Generado Foundation,Unge og uddannelse i Europa,Unge og uddannelse i Europa
928,Familiepakkebidrag (2020),1000000,Mobilitetsfonden,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
929,Nyt epokegørende planetariesystem (2020),6100000,Tycho Brahe Planetarium,Kultur og samfund,Andre projekter
930,Alle har ret til et fedt udeliv (2020),100000,KFUM Spejderne Rinkenæs,Kultur og samfund,Dagslys og frisk luft
931,Developing digital literacy and digital skills for future jobs in the Czech Republic (2020),7900000,"Czechitas, z.s.",Unge og uddannelse i Europa,Unge og uddannelse i Europa
932,VB 1968 Fodboldskole 2021 (2020),40200,VB 1968,Kultur og samfund,Dagslys og frisk luft
933,Forundersøgelse kapacitetsopbygning i teknologiforståelse i K12 i DK (2020),407024,Aarhus Universitet,"Børn, unge og science",Teknologi og praktisk faglighed
934,KR Foundation 2021 (2020),150000000,KR Foundation,Miljø og klima,Miljø og klima
935,Fun4All - Early Childhood Intervention Centre and Playhouse in Budapest - Tillægsbevilling (2020),500000,Hungarian Down Association,Unge og uddannelse i Europa,Unge og uddannelse i Europa
936,Towards quality vocational education in Hungary (2019),8000000,Hungarian Interchurch Aid,Unge og uddannelse i Europa,Unge og uddannelse i Europa
937,Fornyelse af indgang og foyer i Den Frie Udstillingsbygning (2019),4000000,Den Frie Udstilling,Kultur og samfund,Andre projekter
938,Engineering Plant Cell Walls (2019),40000000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Villum Investigator
939,Microgrid Clusters Based Smart Grids (2019),39000000,Aalborg Universitet,Teknisk og naturvidenskabelig forskning,Villum Investigator
940,What determines geographical patterns of biodiversity? (2019),40000000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Villum Investigator
941,Hybrid Quantum Materials and Devices (2019),40000000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Villum Investigator
942,EduCan (2019),5000000,"Centrum Slniecko, n.o.",Unge og uddannelse i Europa,Unge og uddannelse i Europa
943,Center for Basic Research in Program Verification (CPV) (2019),35000000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Villum Investigator
944,MESIT school – workshop modernization (2019),5800000,"MESIT strední skola, o.p.s.",Unge og uddannelse i Europa,Unge og uddannelse i Europa
945,"Umszki - Future (For the Up To date, Usable and Realistic Education) (2019)",9800000,Budapesti Müszaki Szakképzési Centrum,Unge og uddannelse i Europa,Unge og uddannelse i Europa
946,Dynamic Crystallography (2019),39000000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Villum Investigator
947,Green Catalysis (2019),39000000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Villum Investigator
948,Quantum optics with macroscopic systems (2019),30000000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Villum Investigator
949,Imaging the primary steps of chemical reactions (2019),30000000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Villum Investigator
950,CUQI: Computational Uncertainty Quantification for Inverse problems (2019),34000000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Villum Investigator
951,Tempo and Mode in Evolution of Bird Diversity (2019),40000000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Villum Investigator
952,Makerspace som læringslaboratorier (2019),4400000,Aalborg Kommune,"Børn, unge og science",Teknologi og praktisk faglighed
953,"""Vores makersted"" i Lejre (2019)",8199999,Lejre Kommune,"Børn, unge og science",Teknologi og praktisk faglighed
954,Makerspaces i Aabenraa Kommune - stationært og mobilt (2019),4900000,Aabenraa Kommune,"Børn, unge og science",Teknologi og praktisk faglighed
955,Makerspace i Byens Hus (2019),8000000,Gentofte Kommune,"Børn, unge og science",Teknologi og praktisk faglighed
956,Makerspaces i Greve kommune - For alle (2019),4400000,Greve Kommune,"Børn, unge og science",Teknologi og praktisk faglighed
957,Marine geoengineering: A tool to mitigate climate change? (2019),9900000,Syddansk Universitet,Teknisk og naturvidenskabelig forskning,Villum Young Investigator
958,The virtual enzyme lab: boosting advanced biofuels (2019),9600000,Syddansk Universitet,Teknisk og naturvidenskabelig forskning,Villum Young Investigator
959,Vocational education as a chance for the future (2019),4000000,Zespol Szkol Technicznch im Tadeusza Kosciuszki w Lezajsku,Unge og uddannelse i Europa,Unge og uddannelse i Europa
960,New Frontiers in Intercellular Communication (2019),10000000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Villum Young Investigator
961,Dokumentations- og forskningsindsats: Klima og miljø ved anvendelse af træ i byggeriet (2019),6300000,"BUILD - Institut for Byggeri, By og Miljø",Kultur og samfund,Andre projekter
962,Gravitational Wave Astrophysics: Dynamical Formation of Black Hole Mergers (2019),9700000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Villum Young Investigator
963,Engineering i skolen (2019),18000000,Engineer the Future,"Børn, unge og science",Teknologi og praktisk faglighed
964,Aktive science-unge (2019),1100000,Dansk Ungdoms Fællesråd,"Børn, unge og science",Science i Fritiden
965,Random Matrix Approach to Universality Phenomena in Disordered Quantum Systems (2019),9300000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Villum Young Investigator
966,"Engines of Life: Bioinspired, Self-Pumping Fluids (2019)",9800000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Villum Young Investigator
967,Computational Spectroscopy of Biomolecular Systems (2019),10000000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Villum Young Investigator
968,Matematik undervisningspark (2019),2400000,Foreningen Nyborg Aktivitetspark,Kultur og samfund,Dagslys og frisk luft
969,Magnetism in 2D (2019),9900000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Villum Young Investigator
