,Title,Project Category,Receiver Name,Grant size (DKK)
559,Byforskønnelse i Lems bymidte (2023),Voksenlivets overgange og forandringer,Lem Borgerforening,20.000 kr.
560,Indkøb af støvsuger (2023),Voksenlivets overgange og forandringer,Mandagsglas Ny,13.000 kr.
561,"CARC-WE are the future, Børn og unge i Zimbabwe (2023)",Voksenlivets overgange og forandringer,Seniorer Uden Grænser - Landsrådet,10.000 kr.
562,Anskaffelse af stole til stolegymnastik (2023),Voksenlivets overgange og forandringer,Aktiv Fritid Vandel,12.000 kr.
563,Det digitale samfund og tillid (DIS-TRUST) (2023),Human- og samfundsvidenskabelig forskning og kultur,Roskilde Universitet,"5,7 mio. kr."
564,Indkøb af rickshaw el-cykel til to passagerer (2023),Voksenlivets overgange og forandringer,Orø Cykelklub,85.000 kr.
565,Indkøb af keramik ovn (2023),Voksenlivets overgange og forandringer,Randers og Omegns Husflid,10.000 kr.
566,Indkøb af elpiano og sangbøger til fællessang (2023),Voksenlivets overgange og forandringer,A/B Jernalderen,20.000 kr.
567,Indkøb af 2 elektriske tandemcykler med lav indstigning (2023),Voksenlivets overgange og forandringer,Vestjydsk Tandem Klub,90.000 kr.
568,"Thyregod-træf 2023 - folkemusik, folkedans og sang (2023)",Voksenlivets overgange og forandringer,Thyregod Spillemænd og folkedansere,20.000 kr.
569,Indkøb af træningsmaskiner (2023),Voksenlivets overgange og forandringer,"Skovly Plejecenter, Centerrådet",20.000 kr.
570,Anskaffelse af flådeanlæg til dyrkning af muslinger og tang (2023),Voksenlivets overgange og forandringer,Fjordhave Horsens,60.000 kr.
571,Trivselsfremmende foranstaltninger (2023),Voksenlivets overgange og forandringer,Bo-Vita/ Bo-Vest,18.000 kr.
572,Anskaffelse af møbler og udstyr (2023),Voksenlivets overgange og forandringer,Danske Seniorer,60.000 kr.
573,Anskaffelse af motionsredskaber (2023),Voksenlivets overgange og forandringer,Gladsaxe Bibliotekerne,9.500 kr.
574,Bridgematerialer (2023),Voksenlivets overgange og forandringer,Brugerrådet Holme Medborgerhus,10.000 kr.
575,Renovering af dameomklædningsrum (2023),Voksenlivets overgange og forandringer,Næstved Roklub,60.000 kr.
576,Afklaringsrejse ved projekter i Tanzania (2023),Voksenlivets overgange og forandringer,TES Skolen i Afrika,16.000 kr.
577,Bogudgivelse: Kærlighedens Revolution II (2023),Voksenlivets overgange og forandringer,Forlaget Hedwig ApS (Mellemgaard),15.000 kr.
578,Bogudgivelse: Askepot (2023),Voksenlivets overgange og forandringer,Ted Publishing,7.500 kr.
579,Bogudgivelse: Dispositiv-byen (2023),Voksenlivets overgange og forandringer,Books on Demand,10.000 kr.
580,Bogudgivelse: Zacharias får en løveunge (2023),Voksenlivets overgange og forandringer,Forlaget Ådalen,7.500 kr.
581,Bogudgivelse: Wernberg-Møller - En familiekrønike (2023),Voksenlivets overgange og forandringer,,5.000 kr.
582,Bogudgivelse: NATO and the Baltic Approaches 1949-1989 (2023),Voksenlivets overgange og forandringer,De Gruyter,20.000 kr.
583,Bogudgivelse: Biografi - Frederik von Arenstorff (2023),Voksenlivets overgange og forandringer,Forlaget Ådalen,10.000 kr.
584,"Bogudgivelse: Rene farver, enkle former, reelt håndværk - SAXBO og Nathalie Krebs (2023)",Voksenlivets overgange og forandringer,Gads Forlag,35.000 kr.
585,Bogudgivelse: Harpens klang (2023),Voksenlivets overgange og forandringer,Forlaget Hovedland,20.000 kr.
586,Anskaffelse af glasmontre og brandskab (2023),Voksenlivets overgange og forandringer,Fjelstrup og Omegns Lokalhistoriske Arkiv,55.000 kr.
587,Etablering af ny hjemmeside (2023),Voksenlivets overgange og forandringer,Vestbyens Erindringsværksted,12.000 kr.
588,Bogudgivelse: Flere signede dage (2023),Voksenlivets overgange og forandringer,Forlaget Ådalen,15.000 kr.
589,Nedsat syn hos børn med primære hjernetumorer (2023),Voksenlivets overgange og forandringer,Rigshospitalet,95.000 kr.
590,Højskoledage i Søndermarkskvarteret (2023),Voksenlivets overgange og forandringer,Frederiksberg Forenede Boligselskaber,10.000 kr.
591,Indkøb af rickshawcykel til kørestolsbrugere (2023),Voksenlivets overgange og forandringer,Sandby Ældrecenters Venner,15.000 kr.
592,Bogudgivelse: Skrøner fra Vestsjælland (2023),Voksenlivets overgange og forandringer,Skriveforlaget (Egolibris),7.500 kr.
593,Digitalisering af foreningens arkiver (2023),Voksenlivets overgange og forandringer,Fredericia Tegnsprogsforening,15.000 kr.
594,Oil emissions from offshore windfarms – impacts on marine biodiversity (2023),Et hav i balance,Danmarks Tekniske Universitet,"5,7 mio. kr."
595,Miljørisikovurdering af skibsfartens brug af CO2 neutrale brændstoffer og carbon capture (2023),Et hav i balance,Aarhus Universitet,2 mio. kr.
596,LoCo2: A journey from storage to seabed - impact of future large scale offshore CO2 storage on the marine environment (2023),Et hav i balance,Danmarks Tekniske Universitet,"5,5 mio. kr."
597,Data-dreven nyhedsproduktion (2023),Human- og samfundsvidenskabelig forskning og kultur,Roskilde Universitet,"5,7 mio. kr."
598,Bogudgivelse: Kunsten at blive ældre (2023),Voksenlivets overgange og forandringer,Forlaget Trykværket,10.000 kr.
599,Kortblander med tilbehør (2023),Voksenlivets overgange og forandringer,Morsø Bridgeklub,35.000 kr.
600,Bogudgivelse: Fyrstens fald (2023),Voksenlivets overgange og forandringer,Forlaget Attika,10.000 kr.
601,Bogudgivelse: Karen Abell – et kunstnerliv (2023),Voksenlivets overgange og forandringer,Forlaget på Tredje (Tolstrup Pryds Grafisk Tegnestue),7.500 kr.
602,Anskaffelse af inventar m.m. ved renovering af klubhus (2023),Voksenlivets overgange og forandringer,Billund Svæveflyveklub,30.000 kr.
603,Materialer til ny bådebro (2023),Voksenlivets overgange og forandringer,Lyngby Kanoklub,30.000 kr.
604,Bogudgivelse: Ikon-digte - Digte og aforismer (2023),Voksenlivets overgange og forandringer,Forlaget Kahrius,5.000 kr.
605,Bogudgivelse: Etuder (2023),Voksenlivets overgange og forandringer,Skriveforlaget (Egolibris),5.000 kr.
606,Interiør til mostelokale (2023),Voksenlivets overgange og forandringer,"Foreningen ""Sulelængens Venner""",20.000 kr.
607,Indkøb af loftshængt projektor med el-skærm (2023),Voksenlivets overgange og forandringer,Bøgebjerg Lokalråd,16.000 kr.
608,Anskaffelse af Bridgemate (2023),Voksenlivets overgange og forandringer,Bridgeklubben Ruder 7,22.000 kr.
609,Aktive ældre skaber fællesskab og synlighed gennem forfatterforedrag (2023),Voksenlivets overgange og forandringer,Gladsaxe Bibliotekerne,30.000 kr.
610,Indkøb af Rickshaw cykel (2023),Voksenlivets overgange og forandringer,Aktivitetsudvalget områdecenter Møllevang,30.000 kr.
611,Proxxon boremaskine til glashold (2023),Voksenlivets overgange og forandringer,Aktivitets- og Frivilligcenter Solrød,11.000 kr.
612,Aktive ældre skaber fællesskab gennem syning og kreativitet (2023),Voksenlivets overgange og forandringer,Gladsaxe Bibliotekerne,36.200 kr.
613,Bogudgivelse: Fra bondeknøs til artillerigeneral (2023),Voksenlivets overgange og forandringer,Fjerritslev Tryk A/S,7.500 kr.
614,Bogudgivelse: Hånd-i-Hånd - en antologi om fællesskabers betydning (2023),Voksenlivets overgange og forandringer,Forlaget Anglomania,25.000 kr.
615,Bogudgivelse: Fra Østpreußen til Amager - Pigen fra Schippenbeil (2023),Voksenlivets overgange og forandringer,Dragør Lokalhistoriske Forening,7.500 kr.
616,Bogudgivelse: Udviklingen i Viby fra 1960 til 2023 (2023),Voksenlivets overgange og forandringer,Ramsøegnens Lokalhistoriske forening,11.250 kr.
617,Bogudgivelse: Bronzealderhøjene ved Rågeleje (2023),Voksenlivets overgange og forandringer,Forlaget Ehrhorn Hummerston,20.000 kr.
618,Renovering af flagrig (2023),Voksenlivets overgange og forandringer,Hobro Sejlklub,20.000 kr.
619,Renoveringsprojekt damplokomotiv 'Sukkergrisen' (2023),Voksenlivets overgange og forandringer,Industribaneklubben,125.000 kr.
620,Projektor til digital foto (2023),Voksenlivets overgange og forandringer,Aktivitetshuset Wiedergården,10.000 kr.
621,Bogudgivelse: Til barnets bedste (2023),Voksenlivets overgange og forandringer,Forlaget Hovedland,10.000 kr.
622,Foredrag og udflugter for pensionister (2023),Voksenlivets overgange og forandringer,Tamdrup Pensionistklub,6.000 kr.
623,Indkøb af Seniorsangbogen (2023),Voksenlivets overgange og forandringer,"Rosengårdcentret, Centerrådet",22.000 kr.
624,Formidling af rapport fra interviewundersøgelse af personer med synshandicaps oplevelser på arbejdsmarkedet (2023),Voksenlivets overgange og forandringer,Tænketanken Lucia,11.000 kr.
625,Indkøb af nyt udstyr (2023),Voksenlivets overgange og forandringer,Sejlcenter Nivå,50.000 kr.
626,Udskiftning af værktøjsmaskiner (2023),Voksenlivets overgange og forandringer,Støtteforening for Ensomme Gamle Mænds Smedje,30.000 kr.
627,Bio-Maskinernes Æstetik og Spørgsmålet om Liv (2023),Human- og samfundsvidenskabelig forskning og kultur,Syddansk Universitet,"5,7 mio. kr."
628,Bogudgivelse: Folkvards Saga (2023),Voksenlivets overgange og forandringer,Børglum Kloster Spillene,15.000 kr.
629,Bogudgivelse: Papirklip (2023),Voksenlivets overgange og forandringer,Forlaget Trykværket,10.000 kr.
630,Bogudgivelse: Et trut for livet (2023),Voksenlivets overgange og forandringer,Forlaget Lunden,10.000 kr.
631,Bogudgivelse: Det Kgl. Blindeinstitut ved Kalundborg Fjord (2023),Voksenlivets overgange og forandringer,Forlaget Kahrius,20.000 kr.
632,Bogudgivelse: Logbog 2 (2023),Voksenlivets overgange og forandringer,Forlaget Hedwig ApS (Mellemgaard),15.000 kr.
633,Bogudgivelse: Sutkarl og pigegarden (2023),Voksenlivets overgange og forandringer,Skriveforlaget (Egolibris),5.000 kr.
634,Indkøb af ældrevenlige kajakker (2023),Voksenlivets overgange og forandringer,Holbæk Kajak Klub,30.000 kr.
635,Indkøb af motionsredskaber (2023),Voksenlivets overgange og forandringer,Silkeborg Boligselskab,30.000 kr.
636,Lydbog: Rejsning - I kærlighedens navn (2023),Voksenlivets overgange og forandringer,,5.000 kr.
637,Bogudgivelse: Far og søn (2023),Voksenlivets overgange og forandringer,,10.000 kr.
638,Etablering af foreningen Herrestrup Agility (2023),Voksenlivets overgange og forandringer,DcH Herrestrup (Herrestrup Agility),30.000 kr.
639,Bogudgivelse: Historiske Planter (2023),Voksenlivets overgange og forandringer,Foreningen Historiske Planter,10.000 kr.
640,Bogudgivelse: Dagbog om en rejse med Kivioq til Østgrønland 1933 (2023),Voksenlivets overgange og forandringer,Dalgaard Grafisk,5.000 kr.
641,"På kanten - et samarbejdsprojekt på kanten mellem natur, kunst og kultur (2023)",Voksenlivets overgange og forandringer,Røgen Borgerforening,100.000 kr.
642,Anskaffelse af sikkerhedsbåd og flydebro (2023),Voksenlivets overgange og forandringer,Lemvig Sejlklub,80.000 kr.
643,Anskaffelse af billardborde (2023),Voksenlivets overgange og forandringer,Frederikshavn Billard Klub af 1984,75.000 kr.
644,Indkøb af materiel til motionstilbud (2023),Voksenlivets overgange og forandringer,Folkenetværket,51.000 kr.
645,Ny bådebro (2023),Voksenlivets overgange og forandringer,Bådlauget Dalen,120.000 kr.
646,Anskaffelse af en ny 4-åres inrigger robåd til erstatning af en tilsvarende udtjent båd (2023),Voksenlivets overgange og forandringer,Hellerup Dame Roklub,150.000 kr.
647,Anskaffelse af Velo Plus cykel (2023),Voksenlivets overgange og forandringer,VIP pulje Vellingshøj,50.000 kr.
648,Bogudgivelse: Erindringsglimt fra krise- og krigsårene i Danmark (2023),Voksenlivets overgange og forandringer,Kleart,15.000 kr.
649,Bogudgivelse: Vikinger – de nordiske folks kultur og historie i tiden 700-1100 (2023),Voksenlivets overgange og forandringer,Turbine Forlaget A/S,25.000 kr.
650,Bogudgivelse: Sorø Akademis nyere historie (Bind III) (2023),Voksenlivets overgange og forandringer,Sorø III,100.000 kr.
651,"Bogudgivelse: Kyndbyværket, Kyndby Huse og dets beboere (2023)",Voksenlivets overgange og forandringer,Historisk Forening i Jægerspris,20.000 kr.
652,Flytning og restaurering af 'Toldhuset' (2023),Voksenlivets overgange og forandringer,Nordsjællands Jernbaneklub (Nordsjællands Veterantog),50.000 kr.
653,Formidling af Lokalhistorien ved Brunshuse (2023),Voksenlivets overgange og forandringer,"Beboerforeningen for Brydegaard, Brunshuse og Enemærket",35.000 kr.
654,Indkøb af ny hjertestarter (2023),Voksenlivets overgange og forandringer,Ældre Sagen - Hovedkontor,10.000 kr.
655,Leje af bus til transport til SynsExpo i Næstved (2023),Voksenlivets overgange og forandringer,Aktivitetsgruppen på Bangshavecentret,8.606 kr.
656,Glædens Dag 2024 (2023),Voksenlivets overgange og forandringer,Foreningen International Day of Happiness,15.000 kr.
657,Højskolesangbøger (2023),Voksenlivets overgange og forandringer,Brugerrådet Holme Medborgerhus,20.000 kr.
658,Projekt Plantehegn (2023),Voksenlivets overgange og forandringer,Foreningen KreativitetsHuset i Lildstrand,16.500 kr.
659,Landsstævne 2023 i Sønderborg for folkedansere og spillemænd (2023),Voksenlivets overgange og forandringer,Dans Danmark,30.000 kr.
660,Terapimåtter og vogne (2023),Voksenlivets overgange og forandringer,Idræt om dagen - Skovlund-Ansager,16.000 kr.
661,Ny computer (2023),Voksenlivets overgange og forandringer,Ruds-Vedbys Historie,5.000 kr.
662,Bogudgivelse: Årskalender - Den nøgne sandhed (2023),Voksenlivets overgange og forandringer,Bedsteforældrenes Klima Aktion,15.000 kr.
663,"Jung og kredsen omkring ham, et karakterologisk studie (2023)",Voksenlivets overgange og forandringer,,6.000 kr.
664,Bogudgivelse: Bagom Jens J. Andersen og hans tegninger (2023),Voksenlivets overgange og forandringer,Forlaget Kahrius,15.000 kr.
665,Bogudgivelse: Når gæssene trækker (2023),Voksenlivets overgange og forandringer,Forlaget Hovedland,10.000 kr.
666,Indkøb af sangbøger (2023),Voksenlivets overgange og forandringer,Senioridrætten i Ullerslev,5.000 kr.
667,Indkøb af Cross-trainer til motionistholdet (2023),Voksenlivets overgange og forandringer,Centerrådet på Biersted Aktivitetscenter,12.500 kr.
668,Red Synet - operationsrejser (2023),Voksenlivets overgange og forandringer,Red Synet,50.000 kr.
669,Bogudgivelse: Den keltiske ånd (2023),Voksenlivets overgange og forandringer,Kristeligt Dagblads Forlag,15.000 kr.
670,Indretning af værksteder og indkøb af IT-udstyr (2023),Voksenlivets overgange og forandringer,Harrevig Forsamlingshus (tidligere Hjerk Forsamlingshus),45.000 kr.
671,Bogudgivelse: Kulturhistorier fra by og land. En samling kulturhistoriske artikler om Helsingør (2023),Voksenlivets overgange og forandringer,Frederiksborg Amts historiske Samfund,10.000 kr.
672,Bogudgivelse: Den sorte smeds sønner (2023),Voksenlivets overgange og forandringer,Forlaget Superlux,10.000 kr.
673,Bogudgivelse: Energi eller kaos (2023),Voksenlivets overgange og forandringer,Søby Brunkulsmuseum,15.000 kr.
674,Fællesskaber(e) - sammen om nye veje til fællesskabet - Tillægsbevilling (2023),Sociale indsatser,Frivilligcenter Rebild,90.000 kr.
675,Frirum og fællesskab i naturen – naturvejledere bygger bro mellem kommune og foreninger - Tillægsbevilling (2023),Sociale indsatser,Naturvejledning Danmark,70.000 kr.
676,Socialt Frikort København - Tillægsbevilling (2023),Sociale indsatser,Ejendomsfonden Mændenes Hjem,70.000 kr.
677,Social Digital Lab - Digital psykiatri i civilsamfundets fællesskaber - Tillægsbevilling (2023),Sociale indsatser,KFUMs Sociale Arbejde,70.000 kr.
678,UNIK Recovery efterværn til unge i psykiatrien - når civilsamfundet bygger bro - Tillægsbevilling (2023),Sociale indsatser,Børn og Unges Trivsel,50.000 kr.
679,Mental trivsel på Samsø - Tillægsbevilling (2023),Sociale indsatser,SamBiosen,70.000 kr.
680,Cyklende fællesskaber – cyklen som redskab til bedre mental trivsel - Tillægsbevilling (2023),Sociale indsatser,Dansk Cyklistforbund,70.000 kr.
681,"Tillægsbevilling - Tværgående evaluering af temakaldet ""Metal trivsel"" 2023 (2023)",Sociale indsatser,VIVE - Det Nationale Forsknings- og Analysecenter for Velfærd,2 mio. kr.
682,SamtaleVenner (2023),Sociale indsatser,Røde Kors,6 mio. kr.
683,PREMISE: PREventing MIcroplastics pollution in SEa water from offshore wind turbines (2023),Et hav i balance,Danmarks Tekniske Universitet,"4,8 mio. kr."
684,Making Oceans Count - Phase 2 (2023),Et hav i balance,Green Digital Finance Alliance,"7,4 mio. kr."
685,Er offshore vindparker en motorvej for ikke hjemmehørende arter til danske beskyttede rev områder? (2023),Et hav i balance,Aarhus Universitet,"6,1 mio. kr."
686,Transformationer i Omsorg (TRACE): En Undersøgelse af Menneske-Teknologi Interaktion i Omsorgspraksisser (2023),Human- og samfundsvidenskabelig forskning og kultur,IT-Universitetet i København,"5,7 mio. kr."
687,Bogudgivelse: Etuder / Aforismer (2023),Voksenlivets overgange og forandringer,Skriveforlaget (Egolibris),7.500 kr.
688,Udskiftning af computere på Datastuen (2023),Voksenlivets overgange og forandringer,Brædstrup Pensionistforening,60.000 kr.
689,Bogudgivelse: Odense i hjertet (2023),Voksenlivets overgange og forandringer,Forlaget Skulkenborg,15.000 kr.
690,Inklusion af potentialer i fællesskaber (2023),Sociale indsatser,Sørby Esport,"1,4 mio. kr."
691,Mille & De 4 Elementer (2023),Et hav i balance,MG-Empire,"1,5 mio. kr."
692,Journalistikkens grønne omstilling: Den konstruktive vej til klimamotivation (2023),Human- og samfundsvidenskabelig forskning og kultur,Syddansk Universitet,"5,4 mio. kr."
693,Hvordan skal vi samtale om medicin? Behandlingsunderstøttende samtaler på apoteket til borgere med angst og depression (2023),Human- og samfundsvidenskabelig forskning og kultur,Københavns Universitet,"5,7 mio. kr."
694,Integration af frivillighed i Housing First - En styrket indsats for borgerne (2023),Human- og samfundsvidenskabelig forskning og kultur,Roskilde Universitet,"5,7 mio. kr."
